date;SO2;NO2;NO;NOX;O3;CO;PM2.5;PM10;Amb.Wspeed;Amb.WDirection;Amb.Temp;Amb.RelHum;Amb.Pressure;death_count;Male;Female;10-64;65+;<10
2013/07/01;12.3944583333333;0.620730874316934;0.328722677595628;0.949453551912534;10.8645;1.506875;61.1263333333333;110.924291666667;1.57083333333333;141.375416666667;14.5770833333333;39.3191666666667;854.9975;7;2;5;5;2;0
2013/07/02;8.85758333333333;1.81253415300545;0.959870218579233;2.7724043715846;12.3742916666667;1.14441666666667;47.6555416666667;94.4846666666667;1.86125;178.503333333333;14.705;30.6595833333333;853.189583333333;9;6;3;4;2;3
2013/07/03;8.21254166666667;3.00433743169396;1.59101775956283;4.59535519125667;12.195125;1.184125;57.1707916666667;103.237583333333;1.395;142.32125;14.89;31.6466666666667;852.521666666667;6;4;2;3;3;0
2013/07/04;5.42983333333333;4.19614071038247;2.22216530054644;6.41830601092872;15.282625;0.723;30.099375;61.2333333333333;2.18833333333333;79.7120833333333;12.4829166666667;48.9016666666667;855.443333333333;2;0;2;1;0;1
2013/07/05;4.65341666666667;5.38794398907098;2.85331284153005;8.24125683060078;13.05975;0.451416666666667;29.248;47.8444583333333;2.81375;64.45875;11.0341666666667;66.3495833333333;857.127916666667;8;5;3;4;2;2
2013/07/06;8.97633333333333;6.57974726775949;3.48446038251365;10.0642076502728;8.199375;0.85625;44.7271666666667;73.3867916666667;1.41583333333333;150.478333333333;11.0383333333333;74.8654166666667;856.42625;3;1;2;2;0;1
2013/07/07;18.7319583333333;7.771550546448;4.11560792349726;11.8871584699449;4.870875;1.98958333333333;77.64925;116.855625;0.63125;127.972083333333;12.8404166666667;64.7729166666667;857.188333333333;3;2;1;3;0;0
2013/07/08;10.506875;8.96335382513651;4.74675546448086;13.7101092896169;7.29729166666667;1.36458333333333;55.3014166666667;99.003375;0.7375;171.024583333333;13.56;61.3695833333333;858.460833333333;5;5;0;5;0;0
2013/07/09;10.8840833333333;10.155157103825;5.37790300546446;15.533060109289;10.0069166666667;0.985458333333333;40.7527916666667;70.6826666666667;1.48958333333333;135.15;13.9841666666667;59.6291666666667;857.949583333333;3;3;0;1;2;0
2013/07/10;5.825;11.3469603825135;6.00905054644806;17.3560109289611;11.7249583333333;0.439625;29.8284166666667;55.4027916666667;2.64125;104.733333333333;11.1616666666667;61.8070833333333;859.5375;5;2;3;2;3;0
2013/07/11;6.13333333333333;12.538763661202;6.64019808743165;19.1789617486332;8.40354166666667;0.458291666666667;22.16725;33.6749583333333;1.94541666666667;103.202083333333;10.5191666666667;66.1916666666667;860.296666666667;6;4;2;5;1;0
2013/07/12;12.1596234310725;13.7305669398906;7.27134562841525;21.0019125683053;4.983625;1.91729166666667;79.2339045749505;129.155960931241;0.877708333333333;133.079196850869;9.60271921423923;59.8083333333333;858.781875;4;2;2;3;1;0
2013/07/13;10.3825833333333;14.9223702185791;7.90249316939884;22.8248633879774;10.2965416666667;1.936875;42.8430833333333;78.5795416666667;1.61875;162.929583333333;10.9641666666667;46.1179166666667;856.42875;3;2;1;3;0;0
2013/07/14;13.570125;16.1141734972676;8.53364071038244;24.6478142076494;9.754875;1.57008333333333;39.0040833333333;69.145875;1.55958333333333;96.8225;11.9475;35.9120833333333;855.382083333333;5;3;2;5;0;0
2013/07/15;7.25691666666667;17.3059767759561;9.16478825136604;26.4707650273216;12.6555416666667;0.84025;51.5244166666667;79.6132083333333;1.64833333333333;168.729166666667;11.13875;44.6833333333333;856.63375;4;1;3;2;2;0
2013/07/16;9.55554166666667;18.4977800546446;9.79593579234966;28.2937158469937;11.2021666666667;1.143125;40.893;80.6425416666667;1.3475;162.315;12.1779166666667;44.7529166666667;855.420833333333;5;4;1;3;2;0
2013/07/17;15.6930416666667;19.6895833333331;10.4270833333333;30.1166666666658;8.71329166666667;2.00204166666667;54.772875;107.152791666667;1.44916666666667;87.615;12.6870833333333;40.18;856.907916666667;3;2;1;1;2;0
2013/07/18;4.7;20.8813866120216;11.0582308743169;31.9396174863379;12.2013333333333;0.509041666666667;29.1917083333333;46.0305;2.535;131.759583333333;10.9858333333333;66.9575;859.41;4;4;0;3;0;1
2013/07/19;4.37770833333333;22.0731898907101;11.6893784153005;33.76256830601;12.7159166666667;0.64375;32.8972916666667;59.0387916666667;2.88916666666667;255.33625;11.6333333333333;65.2683333333333;855.431666666667;4;2;2;3;1;0
2013/07/20;5.066;23.2649931693986;12.3205259562842;35.5855191256821;15.7499583333333;0.658375;33.8840833333333;76.0262916666667;2.43458333333333;176.847083333333;11.5758333333333;45.08;854.17625;5;4;1;4;1;0
